Entity,Code,Year,LGBT+ employment discrimination (historical)
Mongolia,MNG,2022,Sexual orientation and gender identity
Mongolia,MNG,2023,Sexual orientation and gender identity
Mongolia,MNG,2024,Sexual orientation and gender identity
Montenegro,MNE,2003,Ambiguous
Montenegro,MNE,2004,Ambiguous
Montenegro,MNE,2005,Ambiguous
Montenegro,MNE,2006,Ambiguous
Montenegro,MNE,2007,Ambiguous
Montenegro,MNE,2008,Sexual orientation only
Montenegro,MNE,2009,Sexual orientation only
Montenegro,MNE,2010,Sexual orientation and gender identity
Montenegro,MNE,2011,Sexual orientation and gender identity
Montenegro,MNE,2012,Sexual orientation and gender identity
Montenegro,MNE,2013,Sexual orientation and gender identity
Montenegro,MNE,2014,Sexual orientation and gender identity
Montenegro,MNE,2015,Sexual orientation and gender identity
Montenegro,MNE,2016,Sexual orientation and gender identity
Montenegro,MNE,2017,Sexual orientation and gender identity
Montenegro,MNE,2018,Sexual orientation and gender identity
Montenegro,MNE,2019,Sexual orientation and gender identity
Montenegro,MNE,2020,Sexual orientation and gender identity
Montenegro,MNE,2021,Sexual orientation and gender identity
Montenegro,MNE,2022,Sexual orientation and gender identity
Montenegro,MNE,2023,Sexual orientation and gender identity
Montenegro,MNE,2024,Sexual orientation and gender identity
Morocco,MAR,2024,No protections
Mozambique,MOZ,2007,Sexual orientation only
Mozambique,MOZ,2008,Sexual orientation only
Mozambique,MOZ,2009,Sexual orientation only
Mozambique,MOZ,2010,Sexual orientation only
Mozambique,MOZ,2011,Sexual orientation only
Mozambique,MOZ,2012,Sexual orientation only
Mozambique,MOZ,2013,Sexual orientation only
Mozambique,MOZ,2014,Sexual orientation only
Mozambique,MOZ,2015,Sexual orientation only
Mozambique,MOZ,2016,Sexual orientation only
Mozambique,MOZ,2017,Sexual orientation only
Mozambique,MOZ,2018,Sexual orientation only
Mozambique,MOZ,2019,Sexual orientation only
Mozambique,MOZ,2020,Sexual orientation only
Mozambique,MOZ,2021,Sexual orientation only
Mozambique,MOZ,2022,Sexual orientation only
Mozambique,MOZ,2023,Sexual orientation only
Mozambique,MOZ,2024,Sexual orientation only
Myanmar,MMR,1950,No protections
Myanmar,MMR,1951,No protections
Myanmar,MMR,1952,No protections
Myanmar,MMR,1953,No protections
Myanmar,MMR,1954,No protections
Myanmar,MMR,1955,No protections
Myanmar,MMR,1956,No protections
Myanmar,MMR,1957,No protections
Myanmar,MMR,1958,No protections
Myanmar,MMR,1959,No protections
Myanmar,MMR,1960,No protections
Myanmar,MMR,1961,No protections
Myanmar,MMR,1962,No protections
Myanmar,MMR,1963,No protections
Myanmar,MMR,1964,No protections
Myanmar,MMR,1965,No protections
Myanmar,MMR,1966,No protections
Myanmar,MMR,1967,No protections
Myanmar,MMR,1968,No protections
Myanmar,MMR,1969,No protections
Myanmar,MMR,1970,No protections
Myanmar,MMR,1971,No protections
Myanmar,MMR,1972,No protections
Myanmar,MMR,1973,No protections
Myanmar,MMR,1974,No protections
Myanmar,MMR,1975,No protections
Myanmar,MMR,1976,No protections
Myanmar,MMR,1977,No protections
Myanmar,MMR,1978,No protections
Myanmar,MMR,1979,No protections
Myanmar,MMR,1980,No protections
Myanmar,MMR,1981,No protections
Myanmar,MMR,1982,No protections
Myanmar,MMR,1983,No protections
Myanmar,MMR,1984,No protections
Myanmar,MMR,1985,No protections
Myanmar,MMR,1986,No protections
Myanmar,MMR,1987,No protections
Myanmar,MMR,1988,No protections
Myanmar,MMR,1989,No protections
Myanmar,MMR,1990,No protections
Myanmar,MMR,1991,No protections
Myanmar,MMR,1992,No protections
Myanmar,MMR,1993,No protections
Myanmar,MMR,1994,No protections
Myanmar,MMR,1995,No protections
Myanmar,MMR,1996,No protections
Myanmar,MMR,1997,No protections
Myanmar,MMR,1998,No protections
Myanmar,MMR,1999,No protections
Myanmar,MMR,2000,No protections
Myanmar,MMR,2001,No protections
Myanmar,MMR,2002,No protections
Myanmar,MMR,2003,No protections
Myanmar,MMR,2004,No protections
Myanmar,MMR,2005,No protections
Myanmar,MMR,2006,No protections
Myanmar,MMR,2007,No protections
Myanmar,MMR,2008,No protections
Myanmar,MMR,2009,No protections
Myanmar,MMR,2010,No protections
Myanmar,MMR,2011,No protections
Myanmar,MMR,2012,No protections
Myanmar,MMR,2013,No protections
Myanmar,MMR,2014,No protections
Myanmar,MMR,2015,No protections
Myanmar,MMR,2016,No protections
Myanmar,MMR,2017,No protections
Myanmar,MMR,2018,No protections
Myanmar,MMR,2019,No protections
Myanmar,MMR,2020,No protections
Myanmar,MMR,2021,No protections
Myanmar,MMR,2022,No protections
Myanmar,MMR,2023,No protections
Myanmar,MMR,2024,No protections
Namibia,NAM,2021,Sexual orientation only
Namibia,NAM,2022,Sexual orientation only
Namibia,NAM,2023,Sexual orientation only
Namibia,NAM,2024,Sexual orientation only
Nauru,NRU,2016,No protections
Nauru,NRU,2017,No protections
Nauru,NRU,2018,No protections
Nauru,NRU,2019,No protections
Nauru,NRU,2020,No protections
Nauru,NRU,2021,No protections
Nauru,NRU,2022,No protections
Nauru,NRU,2023,No protections
Nauru,NRU,2024,No protections
Nepal,NPL,2012,No protections
Nepal,NPL,2013,No protections
Nepal,NPL,2014,No protections
Nepal,NPL,2015,Sexual orientation and gender identity
Nepal,NPL,2016,Sexual orientation and gender identity
Nepal,NPL,2017,Sexual orientation and gender identity
Nepal,NPL,2018,Sexual orientation and gender identity
Nepal,NPL,2019,Sexual orientation and gender identity
Nepal,NPL,2020,Sexual orientation and gender identity
Nepal,NPL,2021,Sexual orientation and gender identity
Nepal,NPL,2022,Sexual orientation and gender identity
Nepal,NPL,2023,Sexual orientation and gender identity
Netherlands,NLD,1993,Sexual orientation and gender identity
Netherlands,NLD,1994,Sexual orientation and gender identity
Netherlands,NLD,1995,Sexual orientation and gender identity
Netherlands,NLD,1996,Sexual orientation and gender identity
Netherlands,NLD,1997,Sexual orientation and gender identity
Netherlands,NLD,1998,Sexual orientation and gender identity
Netherlands,NLD,1999,Sexual orientation and gender identity
Netherlands,NLD,2000,Sexual orientation and gender identity
Netherlands,NLD,2001,Sexual orientation and gender identity
Netherlands,NLD,2002,Sexual orientation and gender identity
Netherlands,NLD,2003,Sexual orientation and gender identity
Netherlands,NLD,2004,Sexual orientation and gender identity
Netherlands,NLD,2005,Sexual orientation and gender identity
Netherlands,NLD,2006,Sexual orientation and gender identity
Netherlands,NLD,2007,Sexual orientation and gender identity
Netherlands,NLD,2008,Sexual orientation and gender identity
Netherlands,NLD,2009,Sexual orientation and gender identity
Netherlands,NLD,2010,Sexual orientation and gender identity
Netherlands,NLD,2011,Sexual orientation and gender identity
Netherlands,NLD,2012,Sexual orientation and gender identity
Netherlands,NLD,2013,Sexual orientation and gender identity
Netherlands,NLD,2014,Sexual orientation and gender identity
Netherlands,NLD,2015,Sexual orientation and gender identity
Netherlands,NLD,2016,Sexual orientation and gender identity
Netherlands,NLD,2017,Sexual orientation and gender identity
Netherlands,NLD,2018,Sexual orientation and gender identity
Netherlands,NLD,2019,Sexual orientation and gender identity
Netherlands,NLD,2020,Sexual orientation and gender identity
Netherlands,NLD,2021,Sexual orientation and gender identity
Netherlands,NLD,2022,Sexual orientation and gender identity
Netherlands,NLD,2023,Sexual orientation and gender identity
Netherlands,NLD,2024,Sexual orientation and gender identity
New Zealand,NZL,1994,Sexual orientation only
New Zealand,NZL,1995,Sexual orientation only
New Zealand,NZL,1996,Sexual orientation only
New Zealand,NZL,1997,Sexual orientation only
New Zealand,NZL,1998,Sexual orientation only
New Zealand,NZL,1999,Sexual orientation only
New Zealand,NZL,2000,Sexual orientation only
New Zealand,NZL,2001,Sexual orientation only
New Zealand,NZL,2002,Sexual orientation only
New Zealand,NZL,2003,Sexual orientation only
New Zealand,NZL,2004,Sexual orientation only
New Zealand,NZL,2005,Sexual orientation only
New Zealand,NZL,2006,Sexual orientation only
New Zealand,NZL,2007,Sexual orientation only
New Zealand,NZL,2008,Sexual orientation only
New Zealand,NZL,2009,Sexual orientation only
New Zealand,NZL,2010,Sexual orientation only
New Zealand,NZL,2011,Sexual orientation only
New Zealand,NZL,2012,Sexual orientation only
New Zealand,NZL,2013,Sexual orientation only
New Zealand,NZL,2014,Sexual orientation only
New Zealand,NZL,2015,Sexual orientation only
New Zealand,NZL,2016,Sexual orientation only
New Zealand,NZL,2017,Sexual orientation only
New Zealand,NZL,2018,Sexual orientation only
New Zealand,NZL,2019,Sexual orientation only
New Zealand,NZL,2020,Sexual orientation only
New Zealand,NZL,2021,Sexual orientation only
New Zealand,NZL,2022,Sexual orientation only
New Zealand,NZL,2023,Sexual orientation only
New Zealand,NZL,2024,Sexual orientation only
Nicaragua,NIC,2024,Sexual orientation only
Niger,NER,2024,No protections
Nigeria,NGA,1999,No protections
Nigeria,NGA,2000,No protections
Nigeria,NGA,2001,No protections
Nigeria,NGA,2002,No protections
Nigeria,NGA,2003,No protections
Nigeria,NGA,2004,No protections
Nigeria,NGA,2005,No protections
Nigeria,NGA,2006,No protections
Nigeria,NGA,2007,No protections
Nigeria,NGA,2008,No protections
Nigeria,NGA,2009,No protections
Nigeria,NGA,2010,No protections
Nigeria,NGA,2011,No protections
Nigeria,NGA,2012,No protections
Nigeria,NGA,2013,No protections
Nigeria,NGA,2014,No protections
Nigeria,NGA,2015,No protections
Nigeria,NGA,2016,No protections
Nigeria,NGA,2017,No protections
Nigeria,NGA,2018,No protections
Nigeria,NGA,2019,No protections
Nigeria,NGA,2020,No protections
Nigeria,NGA,2021,No protections
Nigeria,NGA,2022,No protections
Nigeria,NGA,2023,No protections
Nigeria,NGA,2024,No protections
North Korea,PRK,2024,No protections
North Macedonia,MKD,2005,Sexual orientation only
North Macedonia,MKD,2006,Sexual orientation only
North Macedonia,MKD,2007,Sexual orientation only
North Macedonia,MKD,2008,Sexual orientation only
North Macedonia,MKD,2009,Sexual orientation only
North Macedonia,MKD,2010,Sexual orientation only
North Macedonia,MKD,2011,Sexual orientation only
North Macedonia,MKD,2012,Sexual orientation only
North Macedonia,MKD,2013,Sexual orientation only
North Macedonia,MKD,2014,Sexual orientation only
North Macedonia,MKD,2015,Sexual orientation only
North Macedonia,MKD,2016,Sexual orientation only
North Macedonia,MKD,2017,Sexual orientation only
North Macedonia,MKD,2018,Sexual orientation only
North Macedonia,MKD,2019,Sexual orientation and gender identity
North Macedonia,MKD,2020,Sexual orientation and gender identity
North Macedonia,MKD,2021,Sexual orientation and gender identity
North Macedonia,MKD,2022,Sexual orientation and gender identity
North Macedonia,MKD,2023,Sexual orientation and gender identity
North Macedonia,MKD,2024,Sexual orientation and gender identity
Norway,NOR,1981,Sexual orientation and gender identity
Norway,NOR,1982,Sexual orientation and gender identity
Norway,NOR,1983,Sexual orientation and gender identity
Norway,NOR,1984,Sexual orientation and gender identity
Norway,NOR,1985,Sexual orientation and gender identity
Norway,NOR,1986,Sexual orientation and gender identity
Norway,NOR,1987,Sexual orientation and gender identity
Norway,NOR,1988,Sexual orientation and gender identity
Norway,NOR,1989,Sexual orientation and gender identity
Norway,NOR,1990,Sexual orientation and gender identity
Norway,NOR,1991,Sexual orientation and gender identity
Norway,NOR,1992,Sexual orientation and gender identity
Norway,NOR,1993,Sexual orientation and gender identity
Norway,NOR,1994,Sexual orientation and gender identity
Norway,NOR,1995,Sexual orientation and gender identity
Norway,NOR,1996,Sexual orientation and gender identity
Norway,NOR,1997,Sexual orientation and gender identity
Norway,NOR,1998,Sexual orientation and gender identity
Norway,NOR,1999,Sexual orientation and gender identity
Norway,NOR,2000,Sexual orientation and gender identity
Norway,NOR,2001,Sexual orientation and gender identity
Norway,NOR,2002,Sexual orientation and gender identity
Norway,NOR,2003,Sexual orientation and gender identity
Norway,NOR,2004,Sexual orientation and gender identity
Norway,NOR,2005,Sexual orientation and gender identity
Norway,NOR,2006,Sexual orientation and gender identity
Norway,NOR,2007,Sexual orientation and gender identity
Norway,NOR,2008,Sexual orientation and gender identity
Norway,NOR,2009,Sexual orientation and gender identity
Norway,NOR,2010,Sexual orientation and gender identity
Norway,NOR,2011,Sexual orientation and gender identity
Norway,NOR,2012,Sexual orientation and gender identity
Norway,NOR,2013,Sexual orientation and gender identity
Norway,NOR,2014,Sexual orientation and gender identity
Norway,NOR,2015,Sexual orientation and gender identity
Norway,NOR,2016,Sexual orientation and gender identity
Norway,NOR,2017,Sexual orientation and gender identity
Norway,NOR,2018,Sexual orientation and gender identity
Norway,NOR,2019,Sexual orientation and gender identity
Norway,NOR,2020,Sexual orientation and gender identity
Norway,NOR,2021,Sexual orientation and gender identity
Norway,NOR,2022,Sexual orientation and gender identity
Norway,NOR,2023,Sexual orientation and gender identity
Norway,NOR,2024,Sexual orientation and gender identity
Oman,OMN,1996,Ambiguous
Oman,OMN,1997,Ambiguous
Oman,OMN,1998,Ambiguous
Oman,OMN,1999,Ambiguous
Oman,OMN,2000,Ambiguous
Oman,OMN,2001,Ambiguous
Oman,OMN,2002,Ambiguous
Oman,OMN,2003,Ambiguous
Oman,OMN,2004,Ambiguous
Oman,OMN,2005,Ambiguous
Oman,OMN,2006,Ambiguous
Oman,OMN,2007,Ambiguous
Oman,OMN,2008,Ambiguous
Oman,OMN,2009,Ambiguous
Oman,OMN,2010,Ambiguous
Oman,OMN,2011,Ambiguous
Oman,OMN,2012,Ambiguous
Oman,OMN,2013,Ambiguous
Oman,OMN,2014,Ambiguous
Oman,OMN,2015,Ambiguous
Oman,OMN,2016,Ambiguous
Oman,OMN,2017,Ambiguous
Oman,OMN,2018,Ambiguous
Oman,OMN,2019,Ambiguous
Oman,OMN,2020,Ambiguous
Oman,OMN,2021,Ambiguous
Oman,OMN,2022,Ambiguous
Oman,OMN,2023,Ambiguous
Oman,OMN,2024,Ambiguous
Pakistan,PAK,1973,Gender identity only
Pakistan,PAK,1974,Gender identity only
Pakistan,PAK,1975,Gender identity only
Pakistan,PAK,1976,Gender identity only
Pakistan,PAK,1977,Gender identity only
Pakistan,PAK,1978,Gender identity only
Pakistan,PAK,1979,Gender identity only
Pakistan,PAK,1980,Gender identity only
Pakistan,PAK,1981,Gender identity only
Pakistan,PAK,1982,Gender identity only
Pakistan,PAK,1983,Gender identity only
Pakistan,PAK,1984,Gender identity only
Pakistan,PAK,1985,Gender identity only
Pakistan,PAK,1986,Gender identity only
Pakistan,PAK,1987,Gender identity only
Pakistan,PAK,1988,Gender identity only
Pakistan,PAK,1989,Gender identity only
Pakistan,PAK,1990,Gender identity only
Pakistan,PAK,1991,Gender identity only
Pakistan,PAK,1992,Gender identity only
Pakistan,PAK,1993,Gender identity only
Pakistan,PAK,1994,Gender identity only
Pakistan,PAK,1995,Gender identity only
Pakistan,PAK,1996,Gender identity only
Pakistan,PAK,1997,Gender identity only
Pakistan,PAK,1998,Gender identity only
Pakistan,PAK,1999,Gender identity only
Pakistan,PAK,2000,Gender identity only
Pakistan,PAK,2001,Gender identity only
Pakistan,PAK,2002,Gender identity only
Pakistan,PAK,2003,Gender identity only
Pakistan,PAK,2004,Gender identity only
Pakistan,PAK,2005,Gender identity only
Pakistan,PAK,2006,Gender identity only
Pakistan,PAK,2007,Gender identity only
Pakistan,PAK,2008,Gender identity only
Pakistan,PAK,2009,Gender identity only
Pakistan,PAK,2010,Gender identity only
Pakistan,PAK,2011,Gender identity only
Pakistan,PAK,2012,Gender identity only
Pakistan,PAK,2013,Gender identity only
Pakistan,PAK,2014,Gender identity only
Pakistan,PAK,2015,Gender identity only
Pakistan,PAK,2016,Gender identity only
Pakistan,PAK,2017,Gender identity only
Pakistan,PAK,2018,Gender identity only
Pakistan,PAK,2019,Gender identity only
Pakistan,PAK,2020,Gender identity only
Pakistan,PAK,2021,Gender identity only
Pakistan,PAK,2022,Gender identity only
Pakistan,PAK,2023,Gender identity only
Pakistan,PAK,2024,Gender identity only
Palau,PLW,2024,No protections
Panama,PAN,2018,No protections
Panama,PAN,2019,No protections
Panama,PAN,2020,No protections
Panama,PAN,2021,No protections
Panama,PAN,2022,No protections
Panama,PAN,2023,No protections
Panama,PAN,2024,No protections
Papua New Guinea,PNG,2002,No protections
Papua New Guinea,PNG,2003,No protections
Papua New Guinea,PNG,2004,No protections
Papua New Guinea,PNG,2005,No protections
Papua New Guinea,PNG,2006,No protections
Papua New Guinea,PNG,2007,No protections
Papua New Guinea,PNG,2008,No protections
Papua New Guinea,PNG,2009,No protections
Papua New Guinea,PNG,2010,No protections
Papua New Guinea,PNG,2011,No protections
Papua New Guinea,PNG,2012,No protections
Papua New Guinea,PNG,2013,No protections
Papua New Guinea,PNG,2014,No protections
Papua New Guinea,PNG,2015,No protections
Papua New Guinea,PNG,2016,No protections
Papua New Guinea,PNG,2017,No protections
Papua New Guinea,PNG,2018,No protections
Papua New Guinea,PNG,2019,No protections
Papua New Guinea,PNG,2020,No protections
Papua New Guinea,PNG,2021,No protections
Papua New Guinea,PNG,2022,No protections
Papua New Guinea,PNG,2023,No protections
Papua New Guinea,PNG,2024,No protections
Paraguay,PRY,1992,No protections
Paraguay,PRY,1993,No protections
Paraguay,PRY,1994,No protections
Paraguay,PRY,1995,No protections
Paraguay,PRY,1996,No protections
Paraguay,PRY,1997,No protections
Paraguay,PRY,1998,No protections
Paraguay,PRY,1999,No protections
Paraguay,PRY,2000,No protections
Paraguay,PRY,2001,No protections
Paraguay,PRY,2002,No protections
Paraguay,PRY,2003,No protections
Paraguay,PRY,2004,No protections
Paraguay,PRY,2005,No protections
Paraguay,PRY,2006,No protections
Paraguay,PRY,2007,No protections
Paraguay,PRY,2008,No protections
Paraguay,PRY,2009,No protections
Paraguay,PRY,2010,No protections
Paraguay,PRY,2011,No protections
Paraguay,PRY,2012,No protections
Paraguay,PRY,2013,No protections
Paraguay,PRY,2014,No protections
Paraguay,PRY,2015,No protections
Paraguay,PRY,2016,No protections
Paraguay,PRY,2017,No protections
Paraguay,PRY,2018,No protections
Paraguay,PRY,2019,No protections
Paraguay,PRY,2020,No protections
Paraguay,PRY,2021,No protections
Paraguay,PRY,2022,No protections
Paraguay,PRY,2023,No protections
Paraguay,PRY,2024,No protections
Peru,PER,2016,Sexual orientation and gender identity
Peru,PER,2017,Sexual orientation and gender identity
Peru,PER,2018,Sexual orientation and gender identity
Peru,PER,2019,Sexual orientation and gender identity
Peru,PER,2020,Sexual orientation and gender identity
Peru,PER,2021,Sexual orientation and gender identity
Peru,PER,2022,Sexual orientation and gender identity
Peru,PER,2023,Sexual orientation and gender identity
Peru,PER,2024,Sexual orientation and gender identity
Philippines,PHL,2024,Sexual orientation only
Poland,POL,2011,Sexual orientation only
Poland,POL,2012,Sexual orientation only
Poland,POL,2013,Sexual orientation only
Poland,POL,2014,Sexual orientation only
Poland,POL,2015,Sexual orientation only
Poland,POL,2016,Sexual orientation only
Poland,POL,2017,Sexual orientation only
Poland,POL,2018,Sexual orientation only
Poland,POL,2019,Sexual orientation only
Poland,POL,2020,Sexual orientation only
Poland,POL,2021,Sexual orientation only
Poland,POL,2022,Sexual orientation and gender identity
Poland,POL,2023,Sexual orientation and gender identity
Poland,POL,2024,Sexual orientation and gender identity
Portugal,PRT,2003,Sexual orientation only
Portugal,PRT,2004,Sexual orientation only
Portugal,PRT,2005,Sexual orientation only
Portugal,PRT,2006,Sexual orientation only
Portugal,PRT,2007,Sexual orientation only
Portugal,PRT,2008,Sexual orientation only
Portugal,PRT,2009,Sexual orientation only
Portugal,PRT,2010,Sexual orientation only
Portugal,PRT,2011,Sexual orientation only
Portugal,PRT,2012,Sexual orientation only
Portugal,PRT,2013,Sexual orientation only
Portugal,PRT,2014,Sexual orientation only
Portugal,PRT,2015,Sexual orientation and gender identity
Portugal,PRT,2016,Sexual orientation and gender identity
Portugal,PRT,2017,Sexual orientation and gender identity
Portugal,PRT,2018,Sexual orientation and gender identity
Portugal,PRT,2019,Sexual orientation and gender identity
Portugal,PRT,2020,Sexual orientation and gender identity
Portugal,PRT,2021,Sexual orientation and gender identity
Portugal,PRT,2022,Sexual orientation and gender identity
Portugal,PRT,2023,Sexual orientation and gender identity
Portugal,PRT,2024,Sexual orientation and gender identity
Qatar,QAT,1950,No protections
Qatar,QAT,1951,No protections
Qatar,QAT,1952,No protections
Qatar,QAT,1953,No protections
Qatar,QAT,1954,No protections
Qatar,QAT,1955,No protections
Qatar,QAT,1956,No protections
Qatar,QAT,1957,No protections
Qatar,QAT,1958,No protections
Qatar,QAT,1959,No protections
Qatar,QAT,1960,No protections
Qatar,QAT,1961,No protections
Qatar,QAT,1962,No protections
Qatar,QAT,1963,No protections
Qatar,QAT,1964,No protections
Qatar,QAT,1965,No protections
Qatar,QAT,1966,No protections
Qatar,QAT,1967,No protections
Qatar,QAT,1968,No protections
Qatar,QAT,1969,No protections
Qatar,QAT,1970,No protections
Qatar,QAT,1971,No protections
Qatar,QAT,1972,No protections
Qatar,QAT,1973,No protections
Qatar,QAT,1974,No protections
Qatar,QAT,1975,No protections
Qatar,QAT,1976,No protections
Qatar,QAT,1977,No protections
Qatar,QAT,1978,No protections
Qatar,QAT,1979,No protections
Qatar,QAT,1980,No protections
Qatar,QAT,1981,No protections
Qatar,QAT,1982,No protections
Qatar,QAT,1983,No protections
Qatar,QAT,1984,No protections
Qatar,QAT,1985,No protections
Qatar,QAT,1986,No protections
Qatar,QAT,1987,No protections
Qatar,QAT,1988,No protections
Qatar,QAT,1989,No protections
Qatar,QAT,1990,No protections
Qatar,QAT,1991,No protections
Qatar,QAT,1992,No protections
Qatar,QAT,1993,No protections
Qatar,QAT,1994,No protections
Qatar,QAT,1995,No protections
Qatar,QAT,1996,No protections
Qatar,QAT,1997,No protections
Qatar,QAT,1998,No protections
Qatar,QAT,1999,No protections
Qatar,QAT,2000,No protections
Qatar,QAT,2001,No protections
Qatar,QAT,2002,No protections
Qatar,QAT,2003,No protections
Qatar,QAT,2004,No protections
Qatar,QAT,2005,No protections
Qatar,QAT,2006,No protections
Qatar,QAT,2007,No protections
Qatar,QAT,2008,No protections
Qatar,QAT,2009,No protections
Qatar,QAT,2010,No protections
Qatar,QAT,2011,No protections
Qatar,QAT,2012,No protections
Qatar,QAT,2013,No protections
Qatar,QAT,2014,No protections
Qatar,QAT,2015,No protections
Qatar,QAT,2016,No protections
Qatar,QAT,2017,No protections
Qatar,QAT,2018,No protections
Qatar,QAT,2019,No protections
Qatar,QAT,2020,No protections
Qatar,QAT,2021,No protections
Qatar,QAT,2022,No protections
Qatar,QAT,2023,No protections
Qatar,QAT,2024,No protections
Romania,ROU,2000,Sexual orientation only
Romania,ROU,2001,Sexual orientation only
Romania,ROU,2002,Sexual orientation only
Romania,ROU,2003,Sexual orientation only
Romania,ROU,2004,Sexual orientation only
Romania,ROU,2005,Sexual orientation only
Romania,ROU,2006,Sexual orientation only
Romania,ROU,2007,Sexual orientation only
Romania,ROU,2008,Sexual orientation only
Romania,ROU,2009,Sexual orientation only
Romania,ROU,2010,Sexual orientation only
Romania,ROU,2011,Sexual orientation only
Romania,ROU,2012,Sexual orientation only
Romania,ROU,2013,Sexual orientation only
Romania,ROU,2014,Sexual orientation only
Romania,ROU,2015,Sexual orientation only
Romania,ROU,2016,Sexual orientation only
Romania,ROU,2017,Sexual orientation only
Romania,ROU,2018,Sexual orientation only
Romania,ROU,2019,Sexual orientation only
Romania,ROU,2020,Sexual orientation only
Romania,ROU,2021,Sexual orientation only
Romania,ROU,2022,Sexual orientation only
Romania,ROU,2023,Sexual orientation only
Romania,ROU,2024,Sexual orientation only
Russia,RUS,2024,No protections
Rwanda,RWA,2024,No protections
Saint Kitts and Nevis,KNA,2024,No protections
Saint Lucia,LCA,2006,Sexual orientation only
Saint Lucia,LCA,2007,Sexual orientation only
Saint Lucia,LCA,2008,Sexual orientation only
Saint Lucia,LCA,2009,Sexual orientation only
Saint Lucia,LCA,2010,Sexual orientation only
Saint Lucia,LCA,2011,Sexual orientation only
Saint Lucia,LCA,2012,Sexual orientation only
Saint Lucia,LCA,2013,Sexual orientation only
Saint Lucia,LCA,2014,Sexual orientation only
Saint Lucia,LCA,2015,Sexual orientation only
Saint Lucia,LCA,2016,Sexual orientation only
Saint Lucia,LCA,2017,Sexual orientation only
Saint Lucia,LCA,2018,Sexual orientation only
Saint Lucia,LCA,2019,Sexual orientation only
Saint Lucia,LCA,2020,Sexual orientation only
Saint Lucia,LCA,2021,Sexual orientation only
Saint Lucia,LCA,2022,Sexual orientation only
Saint Lucia,LCA,2023,Sexual orientation only
Saint Lucia,LCA,2024,Sexual orientation only
Saint Vincent and the Grenadines,VCT,2024,Ambiguous
Samoa,WSM,2013,Sexual orientation and gender identity
Samoa,WSM,2014,Sexual orientation and gender identity
Samoa,WSM,2015,Sexual orientation and gender identity
Samoa,WSM,2016,Sexual orientation and gender identity
Samoa,WSM,2017,Sexual orientation and gender identity
Samoa,WSM,2018,Sexual orientation and gender identity
Samoa,WSM,2019,Sexual orientation and gender identity
Samoa,WSM,2020,Sexual orientation and gender identity
Samoa,WSM,2021,Sexual orientation and gender identity
Samoa,WSM,2022,Sexual orientation and gender identity
Samoa,WSM,2023,Sexual orientation and gender identity
Samoa,WSM,2024,Sexual orientation and gender identity
San Marino,SMR,2019,Sexual orientation only
San Marino,SMR,2020,Sexual orientation only
San Marino,SMR,2021,Sexual orientation only
San Marino,SMR,2022,Sexual orientation only
San Marino,SMR,2023,Sexual orientation only
San Marino,SMR,2024,Sexual orientation only
Sao Tome and Principe,STP,2019,Sexual orientation only
Sao Tome and Principe,STP,2020,Sexual orientation only
Sao Tome and Principe,STP,2021,Sexual orientation only
Sao Tome and Principe,STP,2022,Sexual orientation only
Sao Tome and Principe,STP,2023,Sexual orientation only
Sao Tome and Principe,STP,2024,Sexual orientation only
Saudi Arabia,SAU,1950,No protections
Saudi Arabia,SAU,1951,No protections
Saudi Arabia,SAU,1952,No protections
Saudi Arabia,SAU,1953,No protections
Saudi Arabia,SAU,1954,No protections
Saudi Arabia,SAU,1955,No protections
Saudi Arabia,SAU,1956,No protections
Saudi Arabia,SAU,1957,No protections
Saudi Arabia,SAU,1958,No protections
Saudi Arabia,SAU,1959,No protections
Saudi Arabia,SAU,1960,No protections
Saudi Arabia,SAU,1961,No protections
Saudi Arabia,SAU,1962,No protections
Saudi Arabia,SAU,1963,No protections
Saudi Arabia,SAU,1964,No protections
Saudi Arabia,SAU,1965,No protections
Saudi Arabia,SAU,1966,No protections
Saudi Arabia,SAU,1967,No protections
Saudi Arabia,SAU,1968,No protections
Saudi Arabia,SAU,1969,No protections
Saudi Arabia,SAU,1970,No protections
Saudi Arabia,SAU,1971,No protections
Saudi Arabia,SAU,1972,No protections
Saudi Arabia,SAU,1973,No protections
Saudi Arabia,SAU,1974,No protections
Saudi Arabia,SAU,1975,No protections
Saudi Arabia,SAU,1976,No protections
Saudi Arabia,SAU,1977,No protections
Saudi Arabia,SAU,1978,No protections
Saudi Arabia,SAU,1979,No protections
Saudi Arabia,SAU,1980,No protections
Saudi Arabia,SAU,1981,No protections
Saudi Arabia,SAU,1982,No protections
Saudi Arabia,SAU,1983,No protections
Saudi Arabia,SAU,1984,No protections
Saudi Arabia,SAU,1985,No protections
Saudi Arabia,SAU,1986,No protections
Saudi Arabia,SAU,1987,No protections
Saudi Arabia,SAU,1988,No protections
Saudi Arabia,SAU,1989,No protections
Saudi Arabia,SAU,1990,No protections
Saudi Arabia,SAU,1991,No protections
Saudi Arabia,SAU,1992,No protections
Saudi Arabia,SAU,1993,No protections
Saudi Arabia,SAU,1994,No protections
Saudi Arabia,SAU,1995,No protections
Saudi Arabia,SAU,1996,No protections
Saudi Arabia,SAU,1997,No protections
Saudi Arabia,SAU,1998,No protections
Saudi Arabia,SAU,1999,No protections
Saudi Arabia,SAU,2000,No protections
Saudi Arabia,SAU,2001,No protections
Saudi Arabia,SAU,2002,No protections
